,userName,title,rating,review,date,developerResponse,isEdited
30,Cate Gi,Manca la possibilità di poter salvare le live per vederle in un secondo momento,3,"Per persone come me che lavorano molte ore non è possibile seguire la maggior parte delle live, che si tengono ad orari improbabili per chi è fuori casa dalle 8 alle 19/20. 
Manca pertanto una cosa fondamentale, cioè poter salvare gli allenamenti che ci interessano per poterli effettuare in un secondo momento.",2021-01-05 15:44:31,"{'id': 20265057, 'body': ""Ciao Cate, grazie per la recensione e ti comunico che a breve introdurremo la possibilità di rivedere le live nelle 24 ore successive alla diretta, in modo da permettere agli utenti di partecipare alle classi nell'orario che preferiscono :)"", 'modified': '2021-01-08T11:22:29Z'}",False
31,dedda1990,Allenamento a km ZERO,5,"App semplice e veloce, molto intuitiva e ricca di contenuti. I pro sono la varietà delle classi, il potersi allenare a quasi tutte le ore del giorno e a km zero, il pantheon di personal trainer pronti a seguirti e il sentirsi parte di un gruppo grazie ai continui “mandatemi un feedback”, “forza ragazzi non mollate!” urlati dai Pt durante le sessioni di allenamento.
I contro? Ancora non ne ho trovati.
💪🏻",2020-11-22 09:32:33,"{'id': 19510604, 'body': 'Ciao, siamo felicissimi di leggere le tue parole, grazie davvero per la bella recensione. \nNoi di Buddyfit teniamo tantissimo ai feedback, perchè ci aiutano a migliorare, giorno dopo giorno! Continua cosi!! :) ', 'modified': '2020-12-03T08:37:41Z'}",False
32,MeryRuf,Finalmente un’app motivante!!,5,"Le ho provate un po’ tutte (Nike training, Freeletics etc) e devo dire che Buddyfit è la prima con cui mi trovo bene ormai da 3 mesi e mi alleno con più costanza anche della palestra fisica.

Le lezioni in diretta sono davvero divertenti e coinvolgenti e questo ti spinge a dare di più (sapendo che il trainer si sta allenando con te) facendoti anche divertire!!

Assolutamente raccomandata... ci sono corsi per tutti quindi lanciatevi ed iniziate!",2021-03-14 11:14:40,"{'id': 21617468, 'body': 'Grazie infinite per le tue belle parole :) Il nostro team è sempre al lavoro per garantirvi un miglior prodotto! :) Buon workout!', 'modified': '2021-03-12T16:33:56Z'}",True
33,00elo,Ti alleni in quello che vuoi quando vuoi,5,"Gli istruttori e istruttrici sono molto simpatici e preparati, la chat è utile per fare domande alle quali rispondono subito se hai qualche dubbio sulle posizioni. Ogni giorno puoi scegliere se partecipare a una live o se i tuoi impegni non combaciano puoi vedere le registrazioni. La sto usando da una settimana praticamente tutti i giorni e mi sto trovando davvero molto bene.",2021-02-13 10:04:46,"{'id': 21058439, 'body': 'Ciao, grazie per la tua bella recensione :) \nSiamo felici di sapere che ti stai trovando bene con noi! Ti consiglio di continuare ad allenarti con Buddyfit e vedrai che bei risultati :) ', 'modified': '2021-02-15T09:39:48Z'}",False
34,mmacchi93,Perfetta!,5,"Ho sempre preferito allenarmi in palestra e non ho mai creduto negli allenamenti in casa ma Buddyfit mi ha fatto cambiare totalmente idea! Ogni giorno tante live diverse, istruttori tutti bravissimi e gli esercizi fanno davvero tanto e in poco tempo di lezione. Non credo che rinnoverò l’abbonamento della palestra dopo questa applicazione. Soldi ben spesi.",2020-11-11 11:09:12,"{'id': 19187196, 'body': 'Ciao, grazie davvero per la tua recensione! :) Il nostro obiettivo era proprio quello di permettere alle persone di potersi allenare ovunque, in qualsiasi momento, senza per forza dover ricorrere ad una palestra :) Continua così!', 'modified': '2020-11-18T09:08:45Z'}",False
35,Monia....,Ottima app!!,5,Scrivo questa recensione dopo 2 mesi di palestra con loro !!! Consiglio a tutti questa bellissima app . La palestra in casa prima mi risultava noiosa e il più delle volte non riuscivo neanche a fare più di mezz’ora.. ora con Buddyfit riesco ad allenarmi anche 4 volte a settimane. Sono davvero molto coinvolgenti!! E piano piano vedo anche i miei primi risultati .😁 Un consiglio che vorrei dare ai creatori di Buddyfit è un inserimento ai corsi di ballo !!!😃 sarebbe molto bello!,2021-04-19 19:36:49,"{'id': 22422597, 'body': 'Ciao Monia, grazie per le bellissime parole, per noi è davvero bello sapere che tu riesca ad allenarti divertendoti!\nRiporteremo internamente il tuo consiglio per quanto riguarda i corsi di ballo :)', 'modified': '2021-04-23T13:21:47Z'}",False
36,fffede.f,Ottima app per allenarsi!,5,"Utilizzo Buddyfit da due mesi, app super consigliata! 
Permette di allenarsi da casa senza avere necessariamente bisogno di molto spazio, si possono scegliere diversi work out da seguire in live o da ripetere entro 24 ore con la funzione replay. 
I trainers forniscono diverse alternative in base agli attrezzi a disposizione; consiglio il tappetino, un elastico, cavigliere e due manubri. 
Molto molto soddisfatta di questa app!!!",2021-04-03 10:14:50,"{'id': 22152586, 'body': 'Grazie per averci descritto accuratamente :) Siamo felici che tu sia soddisfatta :) ', 'modified': '2021-04-09T15:46:06Z'}",False
37,Silvio1889lc,Tutto un altro modo di andare in palestra,5,Il mio personal trailer mi carica la scheda di allenamento nell’app e io posso vederla in palestra dal telefono. Con i video non sbaglio mai ad eseguire gli esercizi e con i feedback salvo i vari pesi. Ho finalmente abbandonato i fogli di carta in palestra. Fantastica!,2020-03-13 19:02:43,"{'id': 14585948, 'body': ""Grazie Silvio1889lc per la recensione positiva. L'obiettivo di Buddyfit è proprio quello di migliorare il rapporto con il proprio personal trainer a distanza o per il coaching online.\nContinua a seguire i tuoi workout su Buddyfit per rimanere sempre aggiornato sulle novità che introdurremo!"", 'modified': '2020-04-10T08:50:39Z'}",False
38,CostyRed,Ottima,5,Utilizzo Buddyfit da mesi. È stata l'app che mi ha permesso di continuare ad avere la motivazione di allenarmi a casa a corpo libero dopo un anno di palestre chiuse. I personal trainer sono davvero bravi e professionali. Le lezioni sono sempre coinvolgenti e ce ne sono per tutti i gusti. La funzione replay ha sicuramente dato un valore ulteriore all'app dato che per 24 le live restano disponibili.,2021-03-17 18:30:58,"{'id': 21888641, 'body': 'Grazie infinte per le tue belle parole, siamo felici di averti aiutato a trovare una motivazione per allenarti :) ', 'modified': '2021-03-26T16:00:06Z'}",False
39,Giobia00,Una bellissima scoperta!,5,Grazie a Buddy Fit ho iniziato ad allenarmi in maniera costante. L’app permette la visione degli allenamenti sia in Live che in Replay per le 24h successive ed è perfetto per chi lavora! Inoltre offre una vasta gamma di esercizi dal pilates all’allenamento per la corsa. Grazie ai consigli dei trainers ho anche migliorato il modo in cui eseguo gli esercizi. Consiglio l’app al 100%,2021-03-11 11:41:18,"{'id': 21617402, 'body': 'Ciao, grazie per il tuo punteggio! :) Siamo sempre molto contenti quando riceviamo recensioni di questo tipo! :) Continua ad allenarti con noi e vedrai che divertimento! :) ', 'modified': '2021-03-12T16:29:34Z'}",False
40,Vanno1,La migliore,4,"App molto ben fatta, molti allenamenti disponibili tutti i giorni.
Gli allenatori sono molto competenti, simpatici e incentivano ad allenarsi.
Il connubio perfetto tra lavoro, sforzo fisico e divertimento.
L’audio è ancora da migliorare, grande disequilibrio tra musica e voce degli allenatori (la musica è troppo bassa, anch’essa è utile a mantenere il ritmo durante l’allenamento). Ottima invece la scelta musicale.
La migliore soluzione a causa della chiusura delle palestre.
La vera scommessa è: questo progetto sarà in grado di continuare anche quando gli effetti della pandemia permetteranno la riapertura di palestre e centri sportivi?
Sicuramente c’è un grande potenziale.",2021-03-01 19:31:20,"{'id': 21616955, 'body': 'Ciao, grazie per la tua bella recensione :) Il nostro team si impegna costantemente per migliorare sempre di più la qualità del servizio. La scommessa sul futuro è anche la nostra :) Continua a seguirci! :) ', 'modified': '2021-03-12T16:05:53Z'}",False
41,pelepele2506,TOP!!!!,5,"Bellissime le lezioni live con i coach che rispondono in diretta alle domande!! L’unica pecca è non poter salvare le lezioni per poterle fare in un altro momento anche perché nei gg lavorativi è difficile seguire la maggior parte , per il resto tutto molto bello!👏🏻👏🏻👏🏻",2021-01-06 19:19:49,"{'id': 20265020, 'body': ""Ciao Pele, grazie per la tua bella recensione :) Ti comunico che a breve introdurremo la possibilità di rivedere le live nelle 24 ore successive alla diretta, in modo da permettere agli utenti di partecipare alle classi nell'orario che preferiscono :) "", 'modified': '2021-01-08T11:21:05Z'}",False
42,FlaviaDesi,app innovativa e professionale,5,"Buddyfit mi piace moltissimo poiché mi permette di allenarmi quando voglio, (se salto una lezione posso recuperarla con la santa funzione replay), e soprattutto dove voglio, a casa o al parco anche dal cellulare e anche se sono in pigiama! :) I trainer sono tutti molto preparati, capaci di trasformare anche l’allenamento più duro in un allenamento piacevole e super motivante!",2021-03-12 09:29:27,"{'id': 21738663, 'body': 'Ciao Flavia :) grazie mille per le 5 stelle!\nContinua ad allenarti con i nostri trainer!', 'modified': '2021-03-18T16:49:37Z'}",False
43,Matteopellini,Mai più senza!,5,"Un’app di fitness ben strutturata, intuitiva, funzionale e con un’ottima grafica. Consente di creare un piano di allenamento altamente personalizzato in base al proprio livello e agli obiettivi che si intendono perseguire, di monitorare i propri progressi e di interagire con il PT. 

Una volta provata non si torna indietro!",2019-11-20 21:42:48,"{'id': 12321892, 'body': 'Ti ringraziamo per la recensione! Con la funzione per il monitoraggio dei progressi potrai sempre vedere a occhio i miglioramenti che raggiungerai con i nostri piani di allenamento! Continua ad allenarti con Buddyfit e non mollare! ', 'modified': '2019-12-10T16:16:59Z'}",False
44,manscio,Bella,5,Finalmente un’applicazione facile da utilizzare e che mi permette di allenarmi a casa senza sbagliare esercizi! I video sono chiarissimi e anche i consigli! Ottima la funzione che ti permette di caricare le tue foto per vedere i progressi nel tempo!,2019-11-20 08:02:01,"{'id': 12323401, 'body': 'Grazie Manscio per la recensione! La funzione dei progressi ti consente effettivamente di vedere al volo i tuoi miglioramenti! Continua ad allenarti e ne potrai registrare tanti altri!', 'modified': '2019-12-10T18:15:29Z'}",False
45,Sherybali,Migliore App,5,"Premetto che per quanto ci provi, non riesco ad allenarmi con costanza per più di un mese😹 … ma con Buddyfit e i trainer mi sono trovata benissimo e seguo gli allenamenti tutte le settimane. Molto motivazionali e mai noiosi. 
C’è un’ampia scelta di allenamenti che ti permettono di allenare tutto il corpo in maniera completa. 
Complimenti anche all’assistenza per quanto riguarda i problemi tecnici. Super efficienti e pazienti.

Consiglio a tutti questa app!",2021-06-02 13:24:50,"{'id': 23199020, 'body': ""Sei un tesoro!! 😁 Grazie mille, diamo sempre il 100% per esserci sempre per voi e darvi il meglio che c'è! "", 'modified': '2021-06-04T13:26:23Z'}",False
46,supermiglia,Bella ma i replay dovrebbero durare più tempo,4,"La uso da una settimana e mi trovo molto bene. 
Purtroppo con i miei orari di lavoro faccio fatica a seguire le lezioni che più mi piacciono perché o le faccio la sera stessa o il giorno seguente non sono più disponibili.. consiglierei di allungare i tempi di replay.
Inoltre sarebbe bello che nel profilo fossero conteggiate non solo le live completate, ma anche i replay completati.",2021-03-21 20:21:25,"{'id': 21889451, 'body': 'Ciao, grazie per i tuoi suggerimenti, ne terremo sicuramente conto. :) Buon allenamento su Buddyfit :)', 'modified': '2021-03-26T16:58:04Z'}",False
47,mgiannetta91,Ottima esperienza,5,"Non ho mai smesso di allenarmi, ma a mano a mano che l’emergenza diventava quotidianità avevo perso la spinta e la grinta per continuare da sola. La costanza non bastava più. A quel punto ho scoperto Buddyfit e mi è sembrato che l’allenamento live con i professionisti avesse un po’ a che fare con la vita per varietà di scelta e presenza e competenza nei consigli.",2021-03-14 12:06:26,"{'id': 21738815, 'body': 'Ciao, leggendo questo genere di recensioni tutti i nostri sforzi vengono ripagati :) \nGrazie mille!!!', 'modified': '2021-03-18T16:56:59Z'}",False
48,Ste923456,Finalmente l’app di fitness che cercavo!,5,Appena ti iscrivi ricevi un piano di allenamento basato sui tuoi dati e i tuoi obiettivi ! Con i video non sbaglio un esercizio e posso caricare i miei selfie per vedere i progressi nel tempo oltre che registrare il peso! Fantastica!,2019-11-19 21:40:11,"{'id': 12323428, 'body': ""Grazie per la recensione! Continua ad allenarti con Buddyfit e raggiungi l'obiettivo che hai impostato nel tuo piano di allenamento!"", 'modified': '2019-12-10T18:17:02Z'}",False
49,Larett.3,Allenamento fat burning,5,Tosto ma molto bello! Strutturato in modo da utilizzare il corpo in modo completo. Super consigliato,2020-11-16 08:07:34,"{'id': 19187893, 'body': 'Ciao, grazie per la tua bella recensione e per il tuo interesse in Buddyfit! Continua così! ', 'modified': '2020-11-18T09:30:45Z'}",False
50,giuggiolaM,"App ben fatta, programma efficace",5,"Ho provato i primi allenamenti proposti dalla app e sono rimasta molto soddisfatta: la app è facile da utilizzare ma ha tutte le funzioni necessarie, e soprattutto gli allenamenti sono ben adattati alle tue esigenze/obiettivi. Penso e spero che otterrò dei risultati!💪🏼",2019-12-04 07:29:02,"{'id': 12321621, 'body': 'Grazie per la tua recensione, continua a dare il massimo negli allenamenti e vedrai che otterrai i risultati desiderati!', 'modified': '2019-12-10T15:58:32Z'}",False
51,GiovySSCNapoli,"Ottima app, ti fa davvero venire voglia di allenarti",5,"Una delle poche app che mi fa venire voglia di staccare da tutto e pensare un po’ al mio benessere, solo un consiglio, magari ci fosse la possibilità di segnare oltre alle classi live seguite anche i replay in modo da avere un profilo completo",2021-02-01 21:54:38,"{'id': 20923571, 'body': 'Ciao Giovy, grazie per il tuo massimo punteggio! :) Girerò sicuramente il tuo consiglio internamente, ma continua a seguirci e vedrai quante belle novità arriveranno :) Buon workout :) ', 'modified': '2021-02-08T09:58:03Z'}",False
52,Camillona416,Comodissima e trainer davvero competenti!,5,"Seguo principalmente Claudia Viaggi e Carol Enrico e sono davvero super! Sempre disponibili nel mostrare esercizi per tutti i livelli, con o senza banda/cavigliere o qualsiasi attrezzo potrebbe servire. I workout sono davvero belli nonostante ti distruggano ma sono bravissime!",2021-01-28 21:49:35,"{'id': 20781066, 'body': 'Ciao Camilla, grazie per il tuo punteggio! Siamo felici di sapere che sia Claudia che Carol sono così tanto apprezzate da te :) ', 'modified': '2021-02-01T11:42:19Z'}",False
53,vale991,Bella app!,5,App fatta molto bene tra quelle di questa categoria: piano di allenamenti personalizzato e video degli esercizi con le informazioni per eseguire al meglio l’esercizio. Diventa stimolante e divertente anche allenarsi in casa dopo una giornata di lavoro!,2019-11-26 21:42:47,"{'id': 12321667, 'body': 'Ti ringraziamo per la recensioni e siamo contenti che ti trovi così bene con la nostra applicazione. Gli esercizi e gli allenamenti sono studiati sulla base dei tuoi obiettivi e delle informazioni che ci hai fornito, non mollare e continua ad allenarti con Buddyfit!', 'modified': '2019-12-10T16:02:53Z'}",False
54,Mattia0880,Ottimo per le live e le classi ma l’app ha veramente troppi problemi,3,"Le classi live sono ottime, c’è una bella interazione e con la chat e si riesce a seguire senza problemi, si possono fare domande o chiarire dubbi. I trainer sono seri e spiegano in modo esaustivo tutti gli esercizi. Ci sono però alcuni problemi con l’app, a cominciare dal fatto che ha un gran numero di bug soprattutto nella visualizzazione dei live video e replay. L’app per ipad ancora peggio, ha un sacco di problemi di usabilità",2021-04-13 20:38:08,"{'id': 22422252, 'body': 'Ciao Mattia, grazie per aver lasciato la tua recensione! :)\nPer problematiche tecniche ti consigliamo di scrivere a support@buddyfit.club, ti daremo il giusto supporto qualora avessi bisogno!', 'modified': '2021-04-23T13:00:27Z'}",False
55,Capacotta,App quasi perfetta,4,"Ottima applicazione, l'idea  è decisamente innovativa, gli istruttori molto preparati ed il costo decisamente contenuto. 
La consiglierei ad un amico? Assolutamente si.

Unica richiesta che rivolgo direttamente agli sviluppatori:
per favore  realizzate un'applicazione anche per Smart Tv (Amazon Fire Tv e simili).
La funzionalità di casting non è sempre affidabile o pienamente compatibile fra smartphone e tv, la creazione di un'app dedicata risolverebbe di certo il problema.
So che gli sviluppatori di quest'app sono molto attivi ed interessati ai feedback della comunity quindi li ringrazio anticipatamente per l'attenzione",2021-03-13 19:49:11,"{'id': 21703893, 'body': ""Ciao! Grazie per la recensione! L'app per Amazon Fire TV e Android TV è vicinissima ad essere pubblicata, seguici sui social per scoprire la data di lancio. \nSpoiler: lo sarà tra pochissimi giorni ;) "", 'modified': '2021-03-17T09:53:39Z'}",False
56,FreedaCane,Perfetta!!,5,"Ho iniziato ad utilizzare Buddyfit per allenarmi con il mio personal trainer a distanza. La app è perfetta e molto intuitiva, posso allenarmi ovunque seguendo i video del mio coach e tenendo traccia dei miei miglioranti! Bellissima!",2020-03-24 16:52:46,"{'id': 14586046, 'body': 'Ciao FreedaCane, grazie per la recensione. Siamo contenti di essere riusciti a migliorare i tuoi workout a distanza con il tuo personal trainer.', 'modified': '2020-04-10T08:54:07Z'}",False
57,@francescat@@@,Ci siamo!,5,"Soddisfatta dell'app e del servizio offerto. Mi alleno da anni ma ultimamente da soli si fa fatica, oltre alla fatto che poi si rischia di cadere nella monotonia anche intesa in senso muscolare! Con Buddyfit sto sperimentando  anche tecniche per ne insolite di allenamento e non ho vincoli di orario... anche se partecipare alle live è fantastico quando si può. Voto 5",2021-04-13 08:27:59,"{'id': 22265038, 'body': 'Grazie Francesca! Quando leggiamo queste recensioni capiamo che tutti i nostri sforzi stanno portando davvero ad un ottimo risultato :) Buon workout!! :)', 'modified': '2021-04-15T15:11:10Z'}",False
58,Wallie78,Personal Trainer TOP e lezioni davvero efficaci!,5,"Mi fate allenare col sorriso! Grazie :-)

Qualche suggerimento:

- molte app simili inseriscono le lezioni prenotate in agenda (sul calendario di Google 📆 ad esempio). Verrà effettuata questa implementazione ? Sarebbe utilissima 😊

- Altro suggerimento: poter essere avvisati ✔️quando ci sono le lezioni che ci interessano e non solo quando ci sono gli istruttori che preferiamo (ad esempio a me piace la lezione “Essential Pilates” e vorrei una notifica ✔️come quando in palestra scelgo quel corso e so in quali giorni e orari c’è)",2021-03-09 16:01:46,"{'id': 21617508, 'body': 'Ciao, grazie per la tua recensione e anche per i tuoi suggerimenti. Gireremo internamente le tue richieste, stay tuned! :) ', 'modified': '2021-03-12T16:36:31Z'}",False
59,noemiciao,SIETE IL TOP ❤️,5,"Da quando è iniziata la pandemia ho smesso di allenarmi. 
Però al termine di quest’anno scolastico ho deciso di intraprendere il mio percorso con Buddyfit e mi sono trovata benissimo. Probabilmente non sono stata sempre costante, a causa di impegni di studio, però è sempre un buon modo per allenarsi anche in brevi sessioni e in maniera divertente ed efficace. Adoro i loro allenamenti e adoro i trainers ❤️",2021-07-10 12:14:11,"{'id': 23948794, 'body': 'E noi adoriamo te e la nostra Community! Grazie mille Noemi, davvero ❤️', 'modified': '2021-07-15T15:17:41Z'}",False
60,Mrkobino,App bella ma....,4,Mi sto trovando benissimo con questa applicazione. Istruttori molto preparati e simpatici. L'unica vera pecca è che nella descrizione degli esercizi da fare manca il livello di difficoltà ad esempio Base - Intermedio - Avanzato in modo che ognuno sceglie in base al proprio grado di preparazione. Se fate questo merita 5 stelle,2021-02-02 15:03:25,"{'id': 20923520, 'body': ""Ciao, grazie per il tuo suggerimento! E' una cosa su cui stiamo lavorando, quindi continua ad allenarti con noi e vedrai che raggiungeremo le 5 stelle :) "", 'modified': '2021-02-08T09:56:52Z'}",False
61,Amelia 1978,Ben fatta!,5,"Bellissima App. Facile , e comodissima in quanto ci sono diverse lezioni live in diversi orari..
Gli istruttori sono molto bravi , appena scaricata e ho già provato diverse lezioni. Vorrei solo sapere se fosse possibile vederla dallo schermo della  Tv?grazie",2020-11-10 22:10:37,"{'id': 19187080, 'body': 'Ciao Amelia, che bello leggere recensioni come la tua, ci rendi molto orgogliosi! :) Al momento la visualizzazione di Buddyfit su smart tv è possibile solo attraverso pc con cavo HDMI, ma il nostro team sta lavorando affinchè si possa arrivare a visualizzare anche in altri modi! ', 'modified': '2020-11-18T09:04:12Z'}",False
62,Gaia Antogiovanni,Gaia 🥰,5,"Ciao mi sto trovando benissimo mi sto allenando 7 giorni su 7, non c’è mai un giorno che non faccio qualcosa anche solo per 15 minuti; venivo già da una buona base ma non mi ero mai approcciata alla preparazione “da palestra”, in una settimana sono dimagrita di un kilo, sono super contenta. Il mio obiettivo è quello di tonificare",2021-03-24 17:19:17,"{'id': 21888764, 'body': ""Ciao Gaia, che bello sapere che ti alleni tutti i giorni insieme a noi :) E' un piacere averti nella nostra community :) "", 'modified': '2021-03-26T16:06:49Z'}",False
63,Moreno🦁,Approved BuddyFit,5,"Iniziato da una settimana ad usare il servizio Buddyfit, dopo uno stop di un anno.
Lo trovo fantastico!! Ho spaziqto dal pilqtes, yoga a workout fire, i trainer cercano di mettere in condizioni di fqre gli esercizi in bqse ai livelli fisici di noi clienti.
Servizio consigliato!!! 
Bravi Crew BuddyFit!!",2021-03-08 10:51:47,"{'id': 21617596, 'body': 'Ciao Moreno, grazie davvero per i complimenti, fanno sempre piacere ;) Continua ad allenarti con noi e vedrai quanto ci divertiremo insieme :) ', 'modified': '2021-03-12T16:41:03Z'}",False
64,martjnaa,ciò che di meglio c’è!,5,"Ho iniziato ad allenarmi su buddyfit oramai 4 mesi fa e non potrei che essere pienamente soddisfatta, si tratta realmente di una palestra virtuale con l’unica differenza che qui si ha la certezza completa di aver davanti personal trainer 100% competenti, giovani e grintosi.
Avanti così ragazzi, io non vi mollo più!❤️",2021-03-16 18:24:56,"{'id': 21738841, 'body': 'Ciao Martina, siamo noi a non voler più lasciare andare utenti come te :)\nGrazie infinite!', 'modified': '2021-03-18T16:58:47Z'}",False
65,ElenaAudero,App fantastica e funzionale,5,"Un’applicazione perfetta per chi si vuole allenare, tenersi in forma e variare esercizi ogni giorno. Facile da usare, adatto a tutti, tantissime video lezioni, trainer stimolanti e puoi monitorare i tuoi miglioramenti. 
Tra tutte le app di fitness questa è la migliore.. 
Consigliato vivamente!!!!",2021-03-12 07:46:20,"{'id': 20635763, 'body': 'Ciao Elena, grazie infinite per le tue bellissime parole! Siamo davvero felici di essere diventati la tua applicazione di fitness sportiva! Continua a seguirci e vedrai che belle novità! :) ', 'modified': '2021-01-25T15:19:14Z'}",True
66,Albe_94,Ottima ma migliorabile,4,"L’app riscontra alcuni bug di poco conto,
Peccato che le classi durano poco e non ci sia il tempo per fare stretching

Un’altra pecca che spero inseriranno 
Sono i livelli di difficoltà delle varie classi
Per capire come orientarsi
Io che non sono allenato la prima classe che ho fatto mi sono trovato male perché era troppo per me

Nel complesso comunque un’ottima app
Molto istruttori con varie classi tutti molto istruiti e spiegano molte bene
per chi vuole mantenersi in forma questa è l’app giusta

Grandi",2020-10-23 17:32:52,"{'id': 19186724, 'body': ""Ciao, grazie per la tua recensione e per il tuo interesse in Buddyfit! Il nostro team lavora costantemente per migliorare l'app, infatti recentemente alcune delle problematiche da te segnalate sono state migliorate (come ad esempio il livello di difficoltà delle classi). Abbiamo deciso di fare classi sia corte che lunghe, per permettere alle persone di scegliere le tempistiche di allenamento, ad esempio chi vuole fare allenamenti più lunghi, può partecipare a due classi consecutive :) Grazie comunque per i tuoi complimenti :) "", 'modified': '2020-11-18T08:53:10Z'}",False
67,alé23,Top,4,"Mi piace per tutto. Non do 5 stelle perché trovo che gli allenamenti inizino tardi la mattina per chi deve uscire a lavoro . Sarebbe bello avere degli slot a partire dalle 6.30, a mio avviso. Per il resto gli allenamenti sono belli e vari e il fatto di essere in diretta è senza dubbio la parte migliore dell’applicazione",2021-01-10 08:41:49,"{'id': 20504607, 'body': 'Ciao Ale, grazie per la tua recensione. Girerò il tuo suggerimento internamente :) Continua a seguirci e buon allenamento! :) ', 'modified': '2021-01-19T13:34:40Z'}",False
68,julielotty,Ottime Classi,5,"Vasta scelta di esercizi da svolgere in casa o all’aperto, e ottimi allenatori che si concentrano per tutto l’allenamento a ricordare la postura corretta per riuscire al meglio lo svolgimento dell’esercizio.
Sono stata piacevolmente sorpresa anche dal nuovo aggiornamento, renderà il progresso molto più visibile e sprona a motivarti. Bel lavoro.",2021-04-01 10:07:22,"{'id': 22152815, 'body': 'Grazie infinite! :) :) :) ', 'modified': '2021-04-09T16:03:17Z'}",False
69,Femusca86,Ottima app,5,"Svolto 5 programmi avanzati con il
Personal trainer, Sono impegnativi! Mi aspettavo qualcosa in meno come difficoltà di workout! Buona grafica ed esercizi spiegati molto bene grazie alle animazioni!
Consigliata!",2019-11-27 19:29:06,"{'id': 12321653, 'body': 'Grazie per il feedback! Continua ad allenarti con le schede di allenamento dei nostri personal trainer e non mollare.', 'modified': '2019-12-10T16:01:29Z'}",False
70,beatrice.b,App fantastica !,5,"È un app comoda e meravigliosa , super organizzata ! Dopo quasi un mese che la uso posso dire assolutamente che è utile e i risultati si fanno già vedere !!!
Ma la forza maggiore di questa app sono proprio i personal che cercano di stimolarti sempre !",2021-03-11 11:40:49,"{'id': 21617426, 'body': 'Ciao Beatrice, siamo molti soddisfatti della scelta dei nostri trainer e siamo contenti di sapere che vengono così tanto apprezzati! :) Buon allenamento su Buddyfit :) ', 'modified': '2021-03-12T16:30:48Z'}",False
71,Nijkho,Stimolante!,5,"La presenza di personal trainer qualificati e preparatissimi, abbinata alla loro simpatia ed impegno nel motivarti rendono la piattaforma un toccasana per chi vuole allenarsi senza annoiarsi e soprattutto potendo scegliere tra le diverse tipologie di esercizi. Ben fatto Buddyfit!",2021-03-08 18:09:24,"{'id': 21617578, 'body': ""Ciao, grazie per i complimenti. Il nostro team cerca ogni giorno, lavorando duramente, di migliorare l'applicazione e quando leggiamo queste recensioni, capiamo di essere sulla buona strada :) "", 'modified': '2021-03-12T16:40:06Z'}",False
72,caromante15,Sinceramente approvata,5,"Gli esercizi tramite video consentono uno svolgimento di qualità tecnicamente parlando e l’app è in strutturata in modo tale da poterli combinare in base alle esigenze di ogni persona. 
Voto massimo",2020-03-23 21:14:25,"{'id': 14585988, 'body': ""Grazie per la recensione Caromante15. Con i video abbiamo proprio voluto risolvere uno dei grandi problemi che c'era con il coaching a distanza.\nContinua ad allenarti con Buddyfit!"", 'modified': '2020-04-10T08:52:04Z'}",False
73,noemi.colu,Motivante,5,"Piattaforma completa, per tutti i tipi di allenamento. La possibilità di seguire i trainer preferiti è molto utile.
Consiglio per chi ha bisogno di motivazione al work out!

Unica cosa, aggiungerei più classi live nella fascia oraria 6-8 di mattina, per chi ama la carica prima di andare al lavoro.",2021-03-20 10:45:55,"{'id': 21888695, 'body': 'Ciao Noemi, grazie per il suggerimento, lo condividerò con il nostro team :) Tu nel frattempo non perdere la motivazione e continua ad allenarti e a divertirti insieme a noi :) ', 'modified': '2021-03-26T16:03:16Z'}",False
74,Giulia chimenti,Ottima app,5,"La soluzione ideale per il periodo che stiamo vivendo, tiene accesi gli stimoli e non fa perdere la voglia di allenarsi. I pt sono amichevoli e molto disponibili. Ottima l’idea di lasciare il replay per 24 h.

Al di là di questo, applicazione davvero ben fatta e ben strutturata. Complimenti",2021-03-11 13:18:29,"{'id': 21738566, 'body': 'Ciao Giulia, siamo contenti di leggere la tua recensione!\nIl nostro obiettivo è proprio quello di avvicinare le persone al fitness sempre più :)', 'modified': '2021-03-18T16:44:59Z'}",False
75,stefania95555,App molto utile e ben fatta!,5,"Adoro questa app, la utilizzo molto e devo ammettere che mi sta aiutando tanto a tenermi in forma. L’app è ben organizzata, ci sono molte classi live e nel caso in cui tu non riesca a seguirle c’è la sezione replay fino a 24 ore dopo! Perfetta, la consiglio!",2021-03-11 11:36:04,"{'id': 21617435, 'body': 'Ciao Stefania, grazie, siamo super contenti di leggere queste recensioni! :) ', 'modified': '2021-03-12T16:31:26Z'}",False
76,LorenzMalpe,Fantastica,5,"App stabile e ben fatta, grafica attuale e molto bella. Gli allenamenti live sono il punto forte, danno la carica e la motivazione giusta. I trainer sono fantastici. Il costo è assolutamente giustificato, consigliatissimo!",2020-11-11 18:40:33,"{'id': 19187220, 'body': 'Ciao e grazie mille per la tua bella recensione! Siamo sempre felici nel leggere questi bei feedback! :) ', 'modified': '2020-11-18T09:09:34Z'}",False
